web-scraper-order,web-scraper-start-url,details,prix,adresse,img_link-src
"1739370905-1","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=10","Coqs et poussins","800CFA","Sénégal","https://images.coinafrique.com/thumb_886578_uploaded_image1_1567011857.49.png"
"1739370905-2","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=10","Poulet de chair","2 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_885789_uploaded_image1_1566997710.07.png"
"1739370905-3","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=10","Lapin nain noir adulte","10 000CFA","Médina, Dakar, Sénégal","https://images.coinafrique.com/thumb_878312_uploaded_image1_1566833445.3.png"
"1739370905-4","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=10","Femelle GDF 4 mois","70 000CFA","Médina, Dakar, Sénégal","https://images.coinafrique.com/thumb_862099_uploaded_image1_1566396428.28.png"
"1739370905-5","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=10","Race bleu d' hollande","800CFA","Sénégal","https://images.coinafrique.com/thumb_858710_uploaded_image1_1566319546.08.png"
"1739370905-6","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=10","Coq et poussins bleus","15 000CFA","Sénégal","https://images.coinafrique.com/thumb_855420_uploaded_image1_1566249496.28.png"
"1739370905-7","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=10","Lapin Buchka","7 000CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_848961_uploaded_image1_1566052780.75.png"
"1739370905-8","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=10","Coqs Brahmane","5 000CFA","Thies Ouest, Thiès, Sénégal","https://images.coinafrique.com/thumb_841858_uploaded_image1_1565838064.66.png"
"1739370905-9","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=10","Poulet de chair","2 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_798654_uploaded_image2_1564576617.9.png"
"1739370905-10","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=10","Lapins","40 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_774940_uploaded_image1_1563940703.34.png"
"1739370905-11","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=10","Lapin géant","70 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_761183_uploaded_image1_1563536095.25.png"
"1739370905-12","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=10","Lapins et lapereaux angora Californien","Prix sur demande","Médina, Dakar, Sénégal","https://images.coinafrique.com/thumb_729715_uploaded_image1_1562719494.94.png"
"1739370905-13","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=10","Poulet de chair","3 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_729710_uploaded_image1_1562719384.82.png"
"1739370905-14","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=10","Lapins et lapereaux Angora Californien","Prix sur demande","Medina, Dakar, Sénégal","https://images.coinafrique.com/thumb_729692_uploaded_image1_1562719154.82.png"
"1739370908-15","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Poulets","2 400CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_1963033_uploaded_image1_1587140018.16.jpeg"
"1739370908-16","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Poulets","2 400CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_1963021_uploaded_image1_1587139946.35.jpeg"
"1739370908-17","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Poulets de chairs","2 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_1934126_uploaded_image1_1586708547.66.png"
"1739370908-18","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Poulets","2 750CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_1918730_uploaded_image1_1586442251.23.png"
"1739370908-19","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Lapins","Prix sur demande","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_1913175_uploaded_image1_1586355015.48.png"
"1739370908-20","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Orpington","30 000CFA","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_1913036_uploaded_image1_1586352896.21.png"
"1739370908-21","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Poulet","3 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_1907954_uploaded_image1_1586270049.67.png"
"1739370908-22","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Coq Orpitone","30 000CFA","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_1890489_uploaded_image1_1585937996.82.png"
"1739370908-23","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Pigeons King","35 000CFA","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_1890193_uploaded_image1_1585934383.75.png"
"1739370908-24","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Pigeons Laor","40 000CFA","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_1890181_uploaded_image1_1585934252.04.png"
"1739370908-25","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Pigeons","30 000CFA","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_1890093_uploaded_image1_1585933267.84.png"
"1739370908-26","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Pigeon paon","40 000CFA","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_1890068_uploaded_image1_1585932988.65.png"
"1739370908-27","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Poulet de chair","2 500CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_1888745_uploaded_image1_1585919292.3.png"
"1739370908-28","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Pigeons Mondain / boulan","Prix sur demande","Louga, Sénégal","https://images.coinafrique.com/thumb_1856511_uploaded_image1_1585321343.73.png"
"1739370908-29","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Poulet de chair","3 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_1842198_uploaded_image1_1585068914.59.png"
"1739370908-30","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Pigeon voyageur","13 000CFA","Dakar-Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_1831100_uploaded_image1_1584866055.19.png"
"1739370908-31","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Pigeon voyageur","13 000CFA","Dakar-Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_1831098_uploaded_image1_1584866026.02.png"
"1739370908-32","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Cop Brahma","40 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_1812172_uploaded_image1_1584528622.9.png"
"1739370908-33","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Poulet de chair","2 700CFA","Sénégal","https://images.coinafrique.com/thumb_1804847_uploaded_image1_1584408926.38.png"
"1739370908-34","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Paon indien","30 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_1804679_uploaded_image1_1584402291.56.png"
"1739370908-35","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Pigeon texan - Paon indien","60 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_1804522_uploaded_image1_1584398352.13.png"
"1739370908-36","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Pigeon texan paon indien","60 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_1804515_uploaded_image1_1584398280.63.png"
"1739370908-37","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Mâle bantam","20 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_1773437_uploaded_image1_1583858452.61.png"
"1739370908-38","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Lapin Angora","25 000CFA","Thies Nord, Thiès, Sénégal","https://images.coinafrique.com/thumb_1732205_uploaded_image1_1583152160.0.png"
"1739370908-39","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Coq","25 000CFA","Les Parcelles Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_1723625_uploaded_image1_1582972350.31.png"
"1739370908-40","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Poussin Orpington","5 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_1716103_uploaded_image1_1582837127.36.png"
"1739370908-41","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Pigeons","65 000CFA","Dakar-Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_1712742_uploaded_image1_1582798028.37.png"
"1739370908-42","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Coq Orpington Fauve","35 000CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_1699722_uploaded_image1_1582581938.31.png"
"1739370908-43","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Paon","250 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_1691196_uploaded_image1_1582420837.2.png"
"1739370908-44","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Lapin métissé","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_1687460_uploaded_image1_1582336381.54.png"
"1739370908-45","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Blond Panoramin","40 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_1654385_uploaded_image1_1581775358.47.png"
"1739370908-46","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Poule","55 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_1645136_uploaded_image1_1581608040.8.png"
"1739370908-47","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Femelle cochin bleu","30 000CFA","Les Parcelles Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_1599500_uploaded_image1_1580916087.86.png"
"1739370908-48","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Oies","90 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_1584132_uploaded_image2_1580714620.25.png"
"1739370908-49","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Couple Cochin","Prix sur demande","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_1577201_uploaded_image1_1580561085.8.png"
"1739370908-50","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Poulet","40 000CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_1521236_uploaded_image1_1579695858.03.png"
"1739370908-51","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Males Bantam de Pékin","15 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_1480111_uploaded_image1_1579028647.6.png"
"1739370908-52","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Poule","35 000CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_1461888_uploaded_image1_1578719186.99.png"
"1739370908-53","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Poussin hermine - 7 jours","15 000CFA","Sénégal","https://images.coinafrique.com/thumb_1432855_uploaded_image1_1578928555.77.png"
"1739370908-54","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Poulet de race","40 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_1417714_uploaded_image1_1577970779.66.png"
"1739370908-55","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Brahmane","50 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_1415899_uploaded_image1_1577916626.18.png"
"1739370908-56","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Trio Bantam de Pékin","60 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_1415870_uploaded_image1_1577915713.92.png"
"1739370908-57","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Oeuf fécondé","240CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_1365452_uploaded_image1_1576790350.48.png"
"1739370908-58","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Lapins de race","80 000CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_1364891_uploaded_image1_1576778546.81.png"
"1739370908-59","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Canards","5 000CFA","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_1346042_uploaded_image1_1576463783.33.png"
"1739370908-60","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Dinde d'Amérique","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_1346036_uploaded_image1_1576462750.49.png"
"1739370908-61","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Lapin","25 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_1291244_uploaded_image1_1575430604.21.png"
"1739370908-62","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Lapins de race","70 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_1291215_uploaded_image1_1575425694.27.png"
"1739370908-63","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Lapins de race","70 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_1291213_uploaded_image1_1575425609.27.png"
"1739370908-64","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Lapereaux fauve","Prix sur demande","Ngor, Dakar, Sénégal","https://images.coinafrique.com/thumb_1261253_uploaded_image1_1574871227.98.png"
"1739370908-65","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Pigeon mondain","20 000CFA","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_1247406_uploaded_image1_1574631655.88.png"
"1739370908-66","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Pigeon fauve","10 000CFA","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_1246480_uploaded_image1_1574613561.29.png"
"1739370908-67","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Pigeon à queue de paon indien","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_1242200_uploaded_image1_1574510941.51.png"
"1739370908-68","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Pigeons","60 000CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_1209192_uploaded_image1_1573933592.0.png"
"1739370908-69","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Jeune femelle  lavande","20 000CFA","Les Parcelles Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_1204935_uploaded_image1_1573840898.61.png"
"1739370908-70","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Poussin - 1 jour","Prix sur demande","Sénégal","https://images.coinafrique.com/thumb_1159518_uploaded_image1_1572985208.46.png"
"1739370908-71","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Lawar","30 000CFA","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_1148681_uploaded_image1_1572794832.68.png"
"1739370908-72","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Maton","25 000CFA","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_1148605_uploaded_image1_1572793285.71.png"
"1739370908-73","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Poulets Guinars tiirr","Prix sur demande","Patte d'oie, Dakar, Sénégal","https://images.coinafrique.com/thumb_1146827_uploaded_image2_1572746441.92.png"
"1739370908-74","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Pigeons","Prix sur demande","Fatick, Sénégal","https://images.coinafrique.com/thumb_1137405_uploaded_image2_1572537461.89.png"
"1739370908-75","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Bleu hollandais","25 000CFA","Sénégal","https://images.coinafrique.com/thumb_1115010_uploaded_image1_1572106167.81.png"
"1739370908-76","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Couple pigeons cravatés français","50 000CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_1112720_uploaded_image1_1572054298.36.png"
"1739370908-77","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Pigeon links","Prix sur demande","Diourbel, Sénégal","https://images.coinafrique.com/thumb_1091921_uploaded_image1_1571681099.26.png"
"1739370908-78","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Lapin géant des Flandres","35 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_1072763_uploaded_image1_1571252694.33.png"
"1739370908-79","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Perroquet","75 000CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_1040990_uploaded_image1_1570583700.42.png"
"1739370908-80","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Lapin géant","45 000CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_1023073_uploaded_image1_1570188340.15.png"
"1739370908-81","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Lapin angora californien","15 000CFA","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_1014679_uploaded_image1_1570023780.43.png"
"1739370908-82","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Pigeon voyageur","20 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_1006424_uploaded_image1_1569854764.54.png"
"1739370908-83","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Pigeon voyageur","25 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_1006413_uploaded_image1_1569854645.39.png"
"1739370908-84","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Pigeon voyageur","20 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_1006407_uploaded_image1_1569854536.38.png"
"1739370908-85","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Bleus d'hollande","15 000CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_1006380_uploaded_image1_1569854064.06.png"
"1739370908-86","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Brahmane poules","35 000CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_1006369_uploaded_image1_1569853974.38.png"
"1739370908-87","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Lapins angora californien","11 000CFA","Médina, Dakar, Sénégal","https://images.coinafrique.com/thumb_993655_uploaded_image1_1569535990.77.png"
"1739370908-88","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Poules","7 000CFA","Sénégal","https://images.coinafrique.com/thumb_977534_uploaded_image1_1569239272.43.png"
"1739370908-89","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Paons Pigeons","30 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_968953_uploaded_image1_1569008082.81.png"
"1739370908-90","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Poulet - Pigeon  - Lapin","Prix sur demande","Sénégal","https://images.coinafrique.com/thumb_944363_uploaded_image1_1568471599.26.png"
"1739370908-91","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Bouldolande","7 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_944280_uploaded_image1_1568469542.41.png"
"1739370908-92","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Poussins Bantam","8 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_912493_uploaded_image1_1567685916.85.png"
"1739370908-93","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Poulet de chair","Prix sur demande","Pikine, Sénégal","https://images.coinafrique.com/thumb_908730_uploaded_image1_1567603082.63.png"
"1739370908-94","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Femelle Cochin bleu","30 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_899496_uploaded_image1_1567386467.81.png"
"1739370908-95","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Barahmane","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_899487_uploaded_image1_1567386142.96.png"
"1739370908-96","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Poussins bantam","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_899477_uploaded_image1_1567385912.28.png"
"1739370908-97","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Coq","30 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_899472_uploaded_image1_1567385639.81.png"
"1739370908-98","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Poulet de chair","2 500CFA","Sénégal","https://images.coinafrique.com/thumb_886584_uploaded_image1_1567011994.0.png"
"1739370912-99","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Mondains standard 2019","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_2640136_uploaded_image1_1600630061.jpg"
"1739370912-100","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Pigeons voyageurs","Prix sur demande","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_2640132_uploaded_image1_1600629959.jpg"
"1739370912-101","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Lapins nains","35 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2640044_uploaded_image1_1600626910.jpg"
"1739370912-102","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Lapins nains","30 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2640033_uploaded_image1_1600626505.jpg"
"1739370912-103","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Poulets brahman","25 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_2631399_uploaded_image1_1600290648.jpg"
"1739370912-104","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Couple Texan","45 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_2627818_uploaded_image1_1600179722.jpg"
"1739370912-105","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Poule rouge & bleus d'Hollande","10 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_2625194_uploaded_image1_1600090474.jpg"
"1739370912-106","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Pigeon voyageur","Prix sur demande","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_2621772_uploaded_image1_1599939192.jpg"
"1739370912-107","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Pigeons Boulant De Saxe adultes","40 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_2617019_uploaded_image1_1599763487.jpg"
"1739370912-108","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Couple Texan","55 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_2615679_uploaded_image1_1599734824.jpg"
"1739370912-109","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Couple texan","45 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_2608792_uploaded_image1_1599519768.jpg"
"1739370912-110","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Paire Cohen Barman","65 000CFA","Ndiass, Sénégal","https://images.coinafrique.com/thumb_2605030_uploaded_image1_1599401534.jpg"
"1739370912-111","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Pigeon ordinaire","1 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_2604620_uploaded_image1_1599388255.jpg"
"1739370912-112","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Pigeon voyageur","4 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_2600934_uploaded_image1_1599238239.jpg"
"1739370912-113","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Bramah  - hermineh  -frises blancs","25 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_2591465_uploaded_image1_1598970772.jpg"
"1739370912-114","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Poussins","Prix sur demande","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_2586569_uploaded_image1_1598802371.jpg"
"1739370912-115","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Poulets","3 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2577823_uploaded_image1_1598451435.jpg"
"1739370912-116","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Poules Brahman","15 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_2572060_uploaded_image1_1598279843.jpg"
"1739370912-117","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Pigeons cravaté chinois","15 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_2566760_uploaded_image1_1598102409.jpg"
"1739370912-118","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Pigeons dragon blanc sec & voyageur","15 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_2561021_uploaded_image1_1597934615.jpg"
"1739370912-119","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Brahman colombia","Prix sur demande","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_2560354_uploaded_image1_1597924245.jpg"
"1739370912-120","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Lapin nain","35 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2541523_uploaded_image1_1597358026.jpg"
"1739370912-121","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Lapin nain","30 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2541503_uploaded_image1_1597357353.jpg"
